Practice_ID,Quarter,Year,Visit_Volume,Avg_Wait_Time_Min,Patient_Satisfaction_Score,No_Show_Rate,Followup_Adherence_Rate,Staff_to_Patient_Ratio,Provider_Productivity,A1C_Screening_Compliance,Total_Providers_FTE,Total_Staff_FTE,Unique_Patients_Seen
AP011,Q2,2022,4558,22.6,94.6,84,75,0.057,1331.7,90.9,4.8,17.1,311
AP012,Q2,2020,4876,4.4,89.5,63,74,0.016,542.1,22.1,3.4,38.6,772
AP010,Q1,2023,4297,38.6,36.0,78,43,0.044,954.3,94.1,3.7,30.3,1763
AP012,Q3,2022,3016,38.3,60.1,70,70,0.07,473.0,21.5,1.7,15.7,1458
AP011,Q4,2022,4842,11.2,55.6,83,74,0.039,597.0,22.5,5.5,37.3,1442
AP003,Q1,2020,3954,30.7,34.5,66,63,0.048,939.7,45.8,3.5,40.0,782
AP003,Q2,2024,3446,40.3,82.6,61,83,0.016,841.3,52.0,3.5,11.7,963
AP001,Q4,2021,1105,52.4,86.8,67,71,0.028,614.0,23.9,4.8,23.3,1715
AP006,Q2,2020,2339,59.2,0.2,79,92,0.089,1832.8,3.5,1.6,13.2,961
AP002,Q2,2023,1022,54.5,59.9,90,83,0.02,1100.5,80.3,4.4,10.2,1427
AP006,Q2,2022,1355,42.4,4.2,67,85,0.064,890.0,51.1,2.2,33.2,1599
AP007,Q3,2021,4742,16.6,52.8,88,59,0.037,655.1,10.2,1.9,43.3,1993
AP004,Q3,2021,705,11.0,52.7,88,91,0.029,252.6,58.8,4.7,11.8,1165
AP006,Q1,2024,2918,9.7,95.4,57,81,0.06,1653.1,93.5,5.6,11.6,924
AP007,Q1,2024,4317,43.2,60.3,53,100,0.019,1830.0,91.8,4.7,23.7,1784
AP012,Q4,2021,1121,30.8,21.7,88,59,0.013,767.5,67.9,2.4,36.4,1191
AP004,Q2,2020,1139,13.9,61.4,53,61,0.049,1021.6,64.3,3.7,39.7,1191
AP012,Q1,2022,4973,4.5,69.0,77,61,0.007,181.7,57.2,3.3,17.5,1130
AP006,Q3,2022,4114,10.3,96.6,75,74,0.006,870.0,23.0,1.6,33.5,1802
AP004,Q1,2020,4514,24.8,92.5,69,86,0.015,293.1,51.1,3.6,34.5,1832
AP007,Q3,2023,2614,38.4,59.9,94,56,0.06,561.6,33.6,1.2,15.7,1989
AP012,Q3,2023,3352,47.6,6.9,70,62,0.033,274.8,0.0,1.0,22.1,925
AP012,Q4,2022,570,27.7,70.4,50,80,0.013,1251.2,73.5,5.3,35.1,345
AP003,Q2,2020,1544,13.1,68.7,71,70,0.103,1082.0,84.4,2.8,38.1,1196
AP003,Q1,2020,3713,18.6,32.3,68,69,0.014,647.0,39.6,5.5,37.5,1516
AP006,Q3,2022,2148,15.8,46.3,62,69,0.023,3482.5,19.5,3.7,17.2,696
AP006,Q3,2020,4061,39.6,66.2,76,61,0.018,229.3,2.6,4.1,33.9,767
AP001,Q4,2021,3364,42.1,78.1,72,63,0.008,2540.7,77.3,4.9,12.4,1482
AP005,Q2,2020,2015,43.9,77.7,100,94,0.077,747.6,84.3,5.2,24.2,511
AP004,Q4,2020,4920,27.8,61.9,54,95,0.011,1715.0,96.4,4.2,47.3,607
AP005,Q4,2024,2028,53.2,51.1,79,84,0.022,1857.6,60.9,4.2,29.8,669
AP001,Q1,2023,2811,8.0,89.8,89,75,0.025,465.3,89.8,3.1,25.4,634
AP011,Q4,2021,3680,34.4,16.4,78,87,0.007,384.9,28.1,4.6,11.2,579
AP012,Q4,2024,2490,55.2,25.1,74,87,0.041,460.0,74.9,5.0,41.0,1637
AP006,Q1,2021,2577,1.0,45.5,77,82,0.051,942.4,5.6,2.4,38.9,1269
AP003,Q3,2022,3890,27.3,91.5,65,76,0.024,114.8,92.9,3.0,21.5,396
AP005,Q4,2024,4732,4.3,29.8,84,92,0.026,1106.0,36.3,2.3,24.6,1339
AP004,Q1,2020,4745,49.4,67.4,96,44,0.055,380.7,49.2,3.0,27.1,880
AP008,Q1,2021,1790,18.3,41.0,59,67,0.023,815.8,71.6,2.6,12.9,1198
AP012,Q4,2023,4489,25.3,39.6,60,68,0.02,240.2,2.4,3.9,38.5,1375
AP001,Q2,2020,4802,10.0,12.7,86,65,0.051,2561.6,7.0,5.9,27.0,1807
AP007,Q3,2021,3786,46.8,15.6,87,61,0.021,2209.4,43.2,1.9,29.8,1584
AP010,Q1,2023,3916,6.8,42.4,59,80,0.008,4488.0,27.1,3.6,45.8,373
AP006,Q1,2024,1193,45.6,26.1,72,85,0.038,395.8,42.9,1.5,18.4,1144
AP006,Q2,2022,1389,38.0,62.8,91,97,0.039,687.4,77.8,2.8,19.7,1997
AP011,Q4,2024,3276,13.7,6.9,76,77,0.027,215.5,22.8,4.3,46.7,1392
AP011,Q4,2022,3665,59.5,49.8,91,77,0.031,3136.4,69.4,4.6,43.8,1778
AP003,Q3,2020,4542,17.2,71.0,91,84,0.015,364.8,74.6,5.4,22.7,1187
AP003,Q2,2022,4096,14.6,42.7,87,68,0.046,829.4,32.5,4.8,41.3,691
AP004,Q3,2021,1953,26.6,38.6,67,67,0.006,1429.2,38.0,4.4,49.5,1078
AP004,Q2,2023,2256,22.6,80.1,66,90,0.013,874.3,4.0,5.7,14.3,373
AP004,Q3,2024,2611,29.5,48.9,73,98,0.049,539.5,74.8,3.3,48.2,1627
AP012,Q2,2020,4329,39.8,51.4,75,65,0.015,2795.8,34.7,2.7,29.8,1516
AP003,Q1,2023,664,10.2,95.5,84,87,0.118,837.8,78.8,3.4,47.7,1928
AP006,Q2,2022,3408,24.6,41.7,64,66,0.045,793.6,69.0,1.7,33.9,414
AP011,Q4,2021,1487,49.4,96.1,68,70,0.06,930.9,18.9,2.9,38.7,452
AP002,Q3,2024,4137,1.8,68.4,74,82,0.01,359.6,99.2,2.3,38.6,1170
AP007,Q1,2022,2776,5.7,4.4,97,49,0.025,1479.0,34.1,4.6,42.4,592
AP008,Q4,2024,1648,28.9,0.9,80,83,0.061,257.4,78.5,3.9,49.4,1536
AP008,Q3,2021,1280,22.2,37.4,98,56,0.025,103.9,63.8,3.0,45.2,1896
AP011,Q3,2020,1314,19.8,37.8,78,54,0.023,1585.7,62.0,3.3,43.2,1408
AP011,Q4,2022,4659,23.9,6.2,64,68,0.013,1330.0,4.9,5.0,22.4,765
AP002,Q3,2021,912,30.1,42.2,89,76,0.019,1280.5,9.4,4.1,37.2,1447
AP001,Q2,2020,2156,2.0,89.5,39,90,0.035,252.9,94.3,1.4,28.3,1999
AP006,Q3,2021,2427,10.1,41.3,55,77,0.021,801.7,6.5,6.0,18.7,700
AP012,Q4,2022,4179,46.3,7.4,75,68,0.011,1020.4,45.7,5.7,25.0,506
AP007,Q3,2024,536,58.0,38.7,68,73,0.024,1914.3,32.2,5.5,14.2,1049
AP011,Q4,2024,4298,47.3,20.2,80,69,0.017,1089.6,77.7,3.5,39.0,732
AP012,Q4,2023,4710,40.8,84.5,72,86,0.036,541.5,58.4,5.0,45.2,808
AP006,Q4,2022,1059,44.6,9.8,72,74,0.019,2193.2,92.0,3.5,19.8,1727
AP011,Q2,2020,4941,54.2,63.4,87,95,0.035,713.6,80.5,5.7,43.1,835
AP006,Q3,2020,809,32.3,16.8,65,74,0.064,283.8,78.8,5.6,35.8,1134
AP008,Q3,2022,3175,38.8,91.6,63,88,0.016,271.0,24.9,2.8,37.0,1634
AP004,Q2,2021,4001,0.1,98.7,63,90,0.029,365.2,66.1,5.6,33.6,608
AP010,Q3,2024,3197,33.3,45.2,53,77,0.035,649.4,72.8,3.9,29.7,553
AP010,Q3,2020,1037,50.8,28.4,63,92,0.026,555.0,18.8,5.4,33.0,725
AP003,Q2,2023,2552,42.7,85.1,95,59,0.143,321.8,56.1,3.8,23.0,1427
AP005,Q2,2023,3433,37.4,93.2,92,84,0.038,524.2,92.8,2.5,27.9,578
AP006,Q4,2022,634,59.5,46.1,57,77,0.035,2175.0,80.2,3.8,24.7,1399
AP009,Q1,2020,1692,5.7,90.2,97,58,0.011,1029.6,54.8,1.4,44.7,1283
AP007,Q2,2020,2628,19.0,49.4,92,100,0.023,1463.6,92.2,4.5,21.2,759
AP001,Q2,2023,3951,20.9,9.2,92,78,0.014,468.9,73.9,5.5,13.3,680
AP010,Q3,2021,3613,3.8,54.8,66,52,0.084,462.0,26.0,2.6,28.1,1742
AP006,Q2,2022,1337,35.8,20.0,80,75,0.009,299.4,51.4,2.4,23.2,563
AP001,Q1,2024,4719,24.9,36.9,94,85,0.034,1292.1,34.1,1.5,41.4,344
AP004,Q1,2020,1924,15.3,47.0,75,87,0.032,680.2,38.4,3.7,31.8,1706
AP007,Q1,2024,3746,59.9,98.9,35,80,0.016,574.4,93.2,4.1,18.2,631
AP004,Q2,2023,3705,57.3,75.8,84,86,0.035,803.4,31.8,2.0,41.9,1725
AP012,Q4,2023,3030,49.3,76.3,58,90,0.013,1330.4,93.7,1.5,37.6,957
AP012,Q3,2023,758,54.0,0.5,80,62,0.045,1510.9,62.5,5.5,28.0,1806
AP003,Q2,2022,3119,53.2,90.5,65,58,0.008,629.4,14.1,5.1,15.9,341
AP004,Q2,2021,4351,11.8,93.1,45,96,0.026,519.6,45.4,4.0,36.7,1265
AP007,Q2,2020,3642,16.3,84.8,69,80,0.057,1355.8,91.1,1.4,32.4,1886
AP004,Q4,2020,1556,9.8,24.6,90,77,0.044,732.4,39.8,3.4,49.1,517
AP011,Q4,2022,1590,36.6,20.0,77,74,0.067,447.8,3.5,2.1,30.1,1466
AP002,Q1,2020,1066,14.5,93.8,89,73,0.01,1157.4,4.5,5.7,31.9,551
AP010,Q3,2023,3232,14.2,0.3,50,36,0.025,172.3,75.3,3.6,10.7,872
AP001,Q1,2020,2278,2.4,24.4,98,95,0.013,119.5,82.8,2.3,32.2,1504
AP004,Q3,2024,3141,20.1,89.1,80,86,0.029,2235.8,81.1,3.5,32.5,1459
AP006,Q2,2020,3485,31.8,27.0,69,79,0.019,959.3,2.5,5.3,41.5,1577
AP010,Q2,2020,2981,53.2,26.9,63,71,0.019,479.7,64.1,5.9,30.8,740
AP009,Q3,2023,3832,52.6,30.8,86,87,0.073,94.5,78.7,1.4,26.8,1236
AP009,Q1,2024,3939,2.6,36.9,83,52,0.032,525.7,86.3,1.1,40.6,1570
AP005,Q2,2024,2541,46.3,8.9,87,87,0.026,1870.4,35.5,5.8,28.0,529
AP003,Q1,2021,4490,47.8,33.9,63,64,0.026,897.6,23.1,2.1,22.6,679
AP010,Q1,2021,4865,24.7,51.9,78,69,0.024,444.8,90.8,3.3,31.4,1830
AP005,Q1,2021,2440,53.1,48.2,56,97,0.035,641.0,7.9,2.0,10.5,1891
AP009,Q3,2024,4575,7.2,97.2,76,86,0.038,1562.6,65.1,5.3,45.7,320
AP011,Q3,2021,2966,30.9,91.1,89,52,0.014,1862.1,10.3,3.0,49.1,824
AP004,Q3,2021,1562,46.6,85.4,82,74,0.029,1234.5,67.3,2.5,11.2,1324
AP010,Q3,2021,3733,5.4,69.2,65,66,0.057,930.4,9.2,4.3,49.6,1658
AP003,Q4,2021,4872,35.8,26.5,90,76,0.014,412.5,24.5,4.5,48.3,1981
AP001,Q4,2020,4541,22.2,94.0,75,63,0.049,720.2,33.1,4.0,37.5,896
AP002,Q2,2022,3362,22.8,11.6,80,76,0.029,256.4,69.4,4.5,38.6,669
AP002,Q1,2024,557,41.5,47.4,84,51,0.031,645.7,5.1,2.4,43.3,909
AP007,Q4,2024,527,6.1,11.7,62,65,0.007,1322.2,10.4,5.7,36.3,1196
AP006,Q4,2021,3147,47.9,18.6,86,80,0.097,292.3,42.8,2.8,33.7,1079
AP006,Q2,2024,3982,1.4,38.4,52,85,0.021,271.0,85.2,2.9,42.6,620
AP001,Q1,2022,576,58.9,78.2,72,70,0.024,906.0,65.2,1.7,46.3,1683
AP002,Q3,2020,3711,42.6,98.4,83,46,0.041,1185.0,28.0,4.3,34.3,672
AP002,Q2,2021,3894,15.2,57.5,83,67,0.03,700.5,40.3,1.6,38.8,964
AP011,Q3,2024,3065,51.6,46.8,76,67,0.02,421.4,33.6,2.6,45.0,950
AP005,Q1,2021,877,10.3,50.3,55,70,0.009,2669.4,87.8,4.3,27.9,1860
AP005,Q3,2020,2382,43.0,75.8,65,67,0.013,2635.8,13.3,2.9,23.3,1419
AP005,Q4,2021,3460,28.9,53.1,72,57,0.019,766.6,4.9,1.7,14.3,1746
AP007,Q2,2021,1325,37.3,8.3,98,79,0.03,789.1,41.5,5.7,30.6,986
AP011,Q3,2023,3979,29.3,69.1,90,84,0.052,486.5,97.9,5.4,14.4,391
AP005,Q3,2024,1985,44.3,46.7,67,63,0.015,1037.0,66.1,5.5,40.8,1063
AP004,Q4,2021,4921,24.4,10.0,93,67,0.057,304.6,70.2,2.5,38.6,462
AP012,Q1,2023,2212,56.7,56.2,65,73,0.041,1222.4,89.2,4.3,24.2,610
AP003,Q3,2022,1440,52.5,58.4,82,65,0.031,302.9,21.9,4.6,43.2,774
AP002,Q4,2022,2124,35.1,65.4,53,54,0.022,672.0,52.1,3.4,16.4,1230
AP012,Q3,2022,4141,54.1,91.1,56,61,0.061,892.3,70.2,1.2,45.4,1760
AP004,Q2,2021,726,31.5,3.8,92,87,0.036,140.2,86.6,4.1,45.9,1521
AP008,Q3,2020,2253,37.0,75.6,83,79,0.029,508.1,71.3,1.1,44.2,1877
AP002,Q1,2021,2570,12.6,65.2,62,73,0.012,484.1,21.5,2.4,22.8,616
AP003,Q1,2021,4485,27.7,53.2,71,68,0.028,2118.0,8.1,5.2,42.0,1748
AP003,Q4,2024,3948,22.1,57.3,80,77,0.064,1180.4,76.7,4.6,18.2,586
AP011,Q2,2024,4421,9.4,41.5,59,87,0.048,618.1,28.4,2.5,32.4,348
AP006,Q4,2022,3903,49.0,26.0,75,83,0.015,218.4,88.8,3.0,15.4,475
AP004,Q2,2023,4690,59.9,85.0,82,70,0.022,221.7,98.3,5.9,17.8,1865
AP006,Q2,2021,3793,23.9,69.6,87,65,0.037,1449.6,4.1,3.8,35.1,462
AP005,Q3,2023,2079,7.1,10.9,70,78,0.013,433.5,52.6,4.4,20.1,770
AP007,Q1,2021,3801,24.8,30.5,83,65,0.007,594.9,86.2,4.7,37.8,1853
AP012,Q1,2024,3673,54.2,65.7,86,87,0.023,239.8,84.2,2.4,42.0,1085
AP003,Q2,2023,3364,45.4,27.7,78,81,0.018,2100.0,42.5,3.8,38.4,744
AP012,Q2,2021,4811,18.9,54.8,67,82,0.011,1312.9,17.2,1.0,46.1,893
AP004,Q2,2020,2888,23.2,44.7,88,92,0.051,820.6,81.8,3.4,38.9,1244
AP003,Q4,2022,1300,18.7,86.3,66,68,0.074,981.0,10.5,2.9,48.0,1160
AP009,Q1,2020,2834,22.5,73.1,86,82,0.018,381.1,35.7,4.0,46.6,1289
AP010,Q4,2022,4135,45.1,78.4,98,80,0.014,1033.7,76.1,3.5,35.6,1476
AP009,Q1,2023,3905,37.7,34.7,84,80,0.014,1409.4,67.9,5.6,25.6,802
AP002,Q3,2022,1374,11.9,65.7,61,87,0.033,1483.1,50.7,3.9,33.2,811
AP001,Q1,2024,4112,27.3,5.0,70,57,0.053,2901.2,83.9,5.3,46.8,761
AP005,Q3,2024,1778,13.6,65.4,55,77,0.018,747.8,36.5,1.1,34.9,1566
AP007,Q3,2024,1538,17.4,12.1,63,66,0.007,757.4,12.5,1.4,43.2,1453
AP006,Q4,2020,3564,40.2,11.9,74,98,0.016,499.0,61.7,1.8,11.9,1592
AP002,Q1,2020,2720,24.1,43.4,73,74,0.015,613.5,41.0,6.0,36.6,426
AP010,Q1,2023,2344,45.2,61.0,62,85,0.008,600.0,89.4,5.4,20.2,1073
AP006,Q3,2020,2044,37.4,59.0,74,88,0.11,371.9,17.7,5.4,42.5,1761
AP002,Q3,2024,1791,23.4,40.7,85,71,0.027,1966.2,78.1,5.9,25.8,1052
AP010,Q1,2023,4510,52.8,65.7,89,84,0.021,937.9,89.4,2.4,19.2,1560
AP006,Q4,2022,590,24.3,20.3,91,84,0.011,1096.5,9.6,5.2,17.0,1693
AP006,Q3,2023,1039,32.7,65.0,87,75,0.042,856.3,34.7,2.5,43.7,747
AP005,Q4,2023,3180,14.6,62.6,82,96,0.017,408.8,1.3,3.4,18.4,1211
AP006,Q4,2022,1137,20.9,46.8,90,67,0.019,567.8,4.2,4.5,10.4,390
AP012,Q4,2024,2577,58.5,83.6,92,57,0.027,476.3,81.3,1.6,10.0,342
AP009,Q2,2023,3011,13.7,34.9,91,74,0.041,708.1,74.6,3.0,28.8,1630
AP008,Q3,2021,1782,47.4,40.9,56,73,0.014,574.3,16.0,1.5,23.0,1135
AP007,Q4,2022,751,57.6,45.2,81,100,0.035,1111.9,56.8,4.4,11.4,1737
AP007,Q4,2022,1686,31.9,39.0,71,60,0.024,841.9,96.2,5.3,15.0,896
AP007,Q2,2020,4414,45.1,16.6,74,77,0.031,1802.5,70.6,1.2,43.6,580
AP006,Q1,2023,1147,58.3,63.2,56,47,0.019,2309.4,80.7,1.0,10.6,1385
AP010,Q3,2021,2167,29.9,31.1,63,82,0.02,1416.5,29.6,3.5,47.5,507
AP012,Q4,2021,618,38.8,68.0,91,75,0.014,400.7,9.5,1.3,17.9,803
AP010,Q2,2020,1492,25.7,3.3,84,74,0.022,866.7,36.1,5.0,21.3,1470
AP009,Q3,2020,3707,55.2,90.1,46,67,0.051,733.9,92.7,5.3,16.9,1867
AP001,Q3,2024,2678,40.3,11.5,81,79,0.015,1472.6,30.3,4.7,30.2,627
AP010,Q3,2021,1806,9.9,28.8,60,48,0.039,760.7,24.3,2.8,19.0,1560
AP006,Q1,2022,2386,2.0,76.6,62,73,0.034,2909.3,77.9,1.6,36.8,561
AP012,Q2,2020,4595,55.0,20.9,67,79,0.016,2706.2,55.8,1.7,15.2,956
AP002,Q2,2024,1717,0.1,60.9,68,82,0.014,618.3,46.1,4.2,33.8,677
AP006,Q1,2023,2487,32.1,33.3,84,58,0.066,580.5,64.4,2.9,24.7,848
AP004,Q3,2021,4878,29.9,15.7,82,74,0.019,420.4,29.0,1.6,35.4,681
AP009,Q4,2023,3627,31.2,66.0,84,81,0.062,832.4,64.7,3.7,14.8,416
AP007,Q4,2023,3500,11.8,39.2,97,79,0.021,885.1,97.8,4.6,23.0,939
AP007,Q4,2023,3632,18.5,55.5,83,48,0.028,1576.8,61.7,4.4,20.9,1664
AP008,Q1,2024,818,25.3,56.6,57,60,0.037,1193.5,5.6,5.2,39.2,1496
AP004,Q4,2021,4085,54.6,81.1,57,50,0.047,291.5,3.6,2.8,23.6,831
AP005,Q1,2021,758,23.5,81.2,76,93,0.041,904.5,18.7,1.0,18.5,306
AP009,Q4,2024,4989,9.0,58.1,69,51,0.015,2876.9,1.1,4.5,29.0,1427
AP006,Q3,2020,1647,37.4,29.7,85,71,0.034,1622.9,63.6,4.9,18.0,1337
AP001,Q3,2023,1432,37.0,68.2,75,85,0.028,313.5,56.7,3.0,47.1,1417
AP011,Q1,2020,1656,21.9,71.1,67,64,0.03,288.2,18.6,1.3,30.7,1086
AP011,Q3,2024,1834,8.5,2.5,78,73,0.034,1200.0,7.0,1.6,38.7,1736
AP003,Q4,2022,2817,21.1,11.7,68,69,0.058,162.9,84.7,3.3,40.4,1688
AP006,Q2,2020,4488,47.7,9.1,71,98,0.02,281.8,2.6,3.3,33.8,1705
AP006,Q4,2020,3088,40.6,41.7,74,63,0.032,774.8,62.2,1.2,35.8,962
AP005,Q2,2022,2980,26.5,89.0,75,65,0.03,1217.8,34.2,5.2,18.7,1158
AP001,Q2,2020,663,8.5,69.0,46,94,0.013,332.3,88.9,3.8,46.8,1203
AP008,Q3,2022,1179,56.4,6.5,77,86,0.041,728.3,71.3,5.3,29.3,1034
AP004,Q2,2021,3392,33.9,59.4,73,56,0.013,755.0,39.2,5.3,46.7,1745
AP003,Q4,2021,2401,47.7,67.5,79,71,0.016,435.6,11.7,2.9,14.7,741
AP002,Q3,2023,797,18.7,83.9,66,71,0.023,566.0,5.8,5.4,15.8,934
AP004,Q1,2022,2965,15.5,10.7,67,75,0.023,1905.5,72.6,1.9,34.9,351
AP003,Q4,2022,2692,57.2,46.0,71,93,0.015,1010.0,57.7,5.9,16.5,421
AP008,Q3,2022,1738,25.6,88.6,64,63,0.011,945.7,46.6,1.4,34.0,785
AP009,Q2,2021,3701,2.6,19.3,93,42,0.023,465.4,63.0,1.0,24.7,1038
AP009,Q4,2021,3334,0.9,83.1,70,79,0.026,1085.0,7.1,6.0,46.0,1312
AP012,Q2,2021,2425,23.5,25.8,72,80,0.032,703.8,55.9,3.7,14.2,319
AP004,Q4,2020,3819,10.5,29.3,73,93,0.112,538.2,4.6,3.4,36.9,931
AP011,Q2,2021,4641,53.4,51.8,87,85,0.019,2073.3,98.7,2.6,10.2,407
AP004,Q3,2020,4330,53.5,10.3,75,60,0.011,1095.7,71.7,4.7,37.3,1750
AP001,Q2,2023,2587,7.4,50.8,88,68,0.026,743.9,68.3,2.8,44.9,333
AP010,Q2,2022,4389,51.4,33.1,45,95,0.057,1091.2,78.5,1.3,42.1,361
AP002,Q1,2020,4395,3.9,3.5,79,57,0.065,164.9,9.0,4.2,22.1,528
AP001,Q2,2022,4365,43.1,75.7,67,80,0.04,648.4,52.2,3.2,17.5,1615
AP007,Q2,2022,753,46.8,35.1,85,48,0.091,418.9,34.8,3.1,11.9,811
AP005,Q4,2024,2407,39.2,43.7,43,62,0.109,1035.1,29.3,3.3,48.8,800
AP008,Q4,2021,4849,42.2,92.8,61,87,0.016,1683.0,26.9,3.1,36.6,408
AP009,Q4,2020,1554,56.1,49.0,88,89,0.024,1097.9,40.2,5.5,12.7,1690
AP012,Q1,2021,4672,37.4,41.3,60,77,0.026,2252.0,77.5,5.9,49.7,1081
AP007,Q1,2020,974,2.0,61.7,38,74,0.039,147.7,94.9,4.6,48.3,1036
AP011,Q3,2020,2525,47.8,49.2,98,77,0.022,659.7,41.7,1.1,23.2,1951
AP005,Q3,2022,2953,44.0,17.9,74,80,0.022,386.6,79.2,1.8,40.9,1342
AP007,Q3,2021,4051,7.8,53.1,74,90,0.03,1827.4,85.0,4.2,10.4,1119
AP006,Q2,2022,2040,45.5,69.7,68,69,0.018,567.9,2.0,2.8,22.0,881
AP010,Q2,2020,2440,15.9,95.8,100,93,0.022,1389.7,30.6,4.7,31.6,1247
AP002,Q1,2021,3281,23.6,81.5,60,75,0.013,443.9,6.8,5.6,31.6,514
AP003,Q3,2024,1134,31.9,73.2,77,67,0.069,415.0,79.9,4.3,36.7,361
AP002,Q3,2022,1228,22.7,50.1,62,74,0.014,3205.4,71.4,3.6,12.1,671
AP001,Q4,2021,2622,54.0,5.2,74,73,0.095,622.6,78.5,3.9,22.4,1617
AP004,Q1,2021,2036,36.7,81.8,68,78,0.055,471.6,84.9,3.3,13.4,804
AP002,Q4,2021,3588,7.1,73.2,64,41,0.01,605.1,80.3,2.3,34.2,1516
AP003,Q4,2022,881,10.6,30.6,74,77,0.018,1510.5,84.3,2.8,26.7,1017
AP002,Q3,2020,2227,22.6,20.9,86,71,0.026,893.1,52.9,2.1,41.9,604
AP008,Q4,2024,1933,21.2,55.9,65,90,0.028,389.0,90.1,4.1,46.8,307
AP008,Q1,2020,3986,32.5,44.4,61,73,0.006,1587.6,82.4,2.1,21.1,1399
AP011,Q1,2020,3052,56.4,37.9,73,82,0.092,476.6,26.2,5.7,21.4,1175
AP006,Q2,2024,3888,2.6,49.9,65,69,0.018,116.5,26.2,1.5,25.7,1907
AP012,Q2,2021,3097,37.6,16.8,78,75,0.041,245.9,78.5,2.9,29.4,1523
AP001,Q1,2023,1938,10.1,8.6,76,60,0.033,827.1,23.7,1.6,17.2,358
AP011,Q2,2023,651,18.9,80.9,59,70,0.028,570.9,52.8,3.8,33.6,323
AP001,Q4,2021,4420,12.9,69.5,93,83,0.015,2189.3,47.4,5.5,28.8,1224
AP008,Q1,2021,3876,24.1,51.2,68,91,0.026,1342.6,26.7,3.4,22.3,1903
AP001,Q4,2023,4290,32.1,64.6,83,92,0.033,336.3,26.2,3.6,10.2,820
AP005,Q2,2021,1605,53.4,87.0,97,83,0.032,1235.9,79.6,5.7,12.8,362
AP007,Q2,2023,4971,48.0,44.7,70,69,0.019,591.7,31.2,3.5,49.6,1634
AP003,Q1,2020,4390,8.6,53.2,66,63,0.06,1196.2,34.9,1.7,13.6,1986
AP004,Q1,2024,1614,45.0,86.9,65,86,0.017,578.0,47.9,1.6,41.2,824
AP001,Q4,2023,2691,59.3,83.4,67,64,0.021,639.5,53.4,3.4,20.7,1723
AP009,Q1,2021,3754,59.7,59.2,97,68,0.053,2438.3,14.7,5.3,14.4,1104
AP012,Q4,2024,4951,31.1,3.0,68,60,0.047,796.0,54.3,4.1,23.7,1684
AP003,Q4,2020,2181,14.5,64.1,94,58,0.008,350.2,83.4,5.8,41.2,1366
AP004,Q4,2024,3541,34.1,84.7,81,73,0.022,426.0,19.8,1.1,30.9,930
AP001,Q4,2020,2150,42.1,61.4,92,84,0.034,1820.0,90.2,3.7,13.1,1885
AP003,Q1,2021,3261,11.8,23.5,86,81,0.02,659.1,76.1,1.3,27.4,929
AP009,Q1,2021,3562,56.5,100.0,74,77,0.028,579.0,78.6,2.9,48.8,1068
AP007,Q2,2023,1931,48.0,51.1,84,99,0.075,610.0,65.7,5.6,34.6,522
AP002,Q4,2024,3032,3.9,84.3,85,58,0.115,525.7,84.3,5.2,22.7,1814
AP004,Q3,2024,891,26.5,27.4,74,78,0.008,1267.9,64.8,3.6,44.0,812
AP006,Q3,2024,2072,46.0,34.7,81,52,0.021,963.7,25.3,2.0,37.8,756
AP003,Q2,2021,2032,40.4,74.7,63,80,0.01,1127.4,47.2,3.9,29.0,1493
AP008,Q2,2021,3426,18.6,27.4,80,54,0.022,1972.9,28.9,2.9,36.7,906
AP003,Q3,2020,3950,5.6,45.4,83,77,0.03,194.4,37.6,3.9,38.0,395
AP004,Q1,2023,1788,53.1,36.8,50,63,0.081,359.7,70.6,3.6,25.0,1494
AP006,Q2,2024,4453,29.9,74.7,94,98,0.059,2026.9,7.6,4.0,17.9,1669
AP003,Q2,2021,3803,26.8,13.5,83,64,0.069,662.5,39.8,5.5,11.6,770
AP003,Q3,2022,3774,53.7,74.0,73,91,0.012,1295.0,18.3,3.3,17.0,302
AP007,Q3,2023,2534,38.6,68.5,69,73,0.015,480.4,32.2,2.0,20.2,1037
AP005,Q2,2023,1098,23.1,51.8,66,100,0.011,1928.0,5.5,5.4,29.9,1580
AP005,Q3,2021,2812,29.9,5.8,80,83,0.055,717.2,38.6,2.1,17.9,1922
AP012,Q2,2022,3056,37.1,98.5,73,51,0.018,998.1,12.7,5.7,37.6,1885
AP007,Q4,2023,1974,5.4,42.1,92,57,0.025,536.7,65.2,4.0,45.5,1794
AP003,Q1,2021,1365,51.1,11.9,63,59,0.061,157.6,94.9,4.2,21.4,1874
AP008,Q1,2023,1564,58.6,44.7,59,29,0.054,959.7,53.4,3.1,38.6,1451
AP004,Q2,2024,750,44.3,1.8,80,81,0.021,375.0,33.7,2.4,21.4,1720
AP004,Q3,2024,2502,10.6,93.6,81,52,0.014,593.0,29.9,1.6,26.4,405
AP005,Q4,2021,4729,25.9,99.0,63,82,0.022,1755.2,45.6,2.0,26.5,888
AP012,Q2,2021,2274,40.7,51.8,83,80,0.033,355.2,59.1,1.1,47.3,1386
AP003,Q4,2020,1439,11.5,46.8,89,51,0.028,3030.6,53.4,1.8,44.5,455
AP009,Q2,2020,2780,15.9,13.4,71,27,0.056,736.0,38.7,1.5,15.7,1252
AP006,Q1,2021,4221,49.1,74.5,73,88,0.02,670.5,6.7,3.5,26.3,1767
